monster_id,monster_slug,url
2381,abrinos-clair,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2381-abrinos-clair
446,aermyne-braco-scalptaras,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/446-aermyne-braco-scalptaras
894,aerohouctor-guerrier,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/894-aerohouctor-guerrier
904,aerotrugobur-malveillant,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/904-aerotrugobur-malveillant
250,aiguille,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/250-aiguille
3936,akakwa,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3936-akakwa
4008,akakwa-agressif,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4008-akakwa-agressif
3786,alhyene,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3786-alhyene
3675,ali-grothor,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3675-ali-grothor
4062,ame-aerienne-fusion,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4062-ame-aerienne-fusion
4090,ame-aquatique-fusion,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4090-ame-aquatique-fusion
4106,ame-incandescente-fusion,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4106-ame-incandescente-fusion
4116,ame-terrestre-fusion,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4116-ame-terrestre-fusion
2391,ameur-laide,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2391-ameur-laide
385,amlub,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/385-amlub
3668,ancrocodaille,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3668-ancrocodaille
2861,aperiglours,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2861-aperiglours
475,apprenti-ratmane,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/475-apprenti-ratmane
895,aquabralak-guerrier,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/895-aquabralak-guerrier
877,aqualikros-impitoyable,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/877-aqualikros-impitoyable
2311,arabord-cruche,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2311-arabord-cruche
2312,arachitik-souffreteuse,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2312-arachitik-souffreteuse
4346,arakazam-psychique,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4346-arakazam-psychique
4314,arakmutee,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4314-arakmutee
2393,araknay-galopante,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2393-araknay-galopante
52,arakne,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/52-arakne
255,arakne-agressive,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/255-arakne-agressive
3534,arakne-celeste,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3534-arakne-celeste
157,araknelle,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/157-araknelle
259,arakne-majeure,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/259-arakne-majeure
2630,arakne-majeure,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2630-arakne-majeure
474,arakne-malade,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/474-arakne-malade
3533,arakne-sombre,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3533-arakne-sombre
917,araknotron,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/917-araknotron
990,araknotron-irascible,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/990-araknotron-irascible
2310,arakule-revancharde,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2310-arakule-revancharde
4322,arapex,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4322-arapex
4354,araplike-calligraphe,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4354-araplike-calligraphe
3344,arbre-collant,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3344-arbre-collant
2750,arbre-vie,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2750-arbre-vie
2976,ashi-magari,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2976-ashi-magari
3661,assaillant-crocodaille,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3661-assaillant-crocodaille
3664,assaillant-crocodaille,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3664-assaillant-crocodaille
3665,assaillant-crocodaille,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3665-assaillant-crocodaille
3666,assaillant-crocodaille,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3666-assaillant-crocodaille
2866,atomystique,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2866-atomystique
4589,atomystique,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4589-atomystique
4033,balise-tactique,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4033-balise-tactique
1232,ballotin-bouftou,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/1232-ballotin-bouftou
4211,balours,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4211-balours
3964,bambouto,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3964-bambouto
2313,bandapar-exclu,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2313-bandapar-exclu
155,bandit-clan-roublards,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/155-bandit-clan-roublards
466,bandit-manchot,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/466-bandit-manchot
2314,bandson-tonitruant,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2314-bandson-tonitruant
1049,barbroussa,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/1049-barbroussa
4559,barbroussa,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4559-barbroussa
2417,barchwork-multicolore,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2417-barchwork-multicolore
2545,barebourd-comte,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2545-barebourd-comte
800,batofu,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/800-batofu
890,bebe-cadob,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/890-bebe-cadob
4227,belladone,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4227-belladone
2877,ben-ripate,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2877-ben-ripate
344,berger-porkass,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/344-berger-porkass
3938,betto,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3938-betto
278,biblop-coco,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/278-biblop-coco
279,biblop-griotte,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/279-biblop-griotte
277,biblop-indigo,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/277-biblop-indigo
280,biblop-reinette,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/280-biblop-reinette
2400,bi-partageur,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2400-bi-partageur
2399,bilvoeze-bonimenteur,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2399-bilvoeze-bonimenteur
2396,bistou-queteur,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2396-bistou-queteur
2401,bistou-rieur,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2401-bistou-rieur
1020,bitouf-aerien,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/1020-bitouf-aerien
1019,bitouf-plaines,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/1019-bitouf-plaines
1041,bitouf-sombre,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/1041-bitouf-sombre
2546,bitoven-musicien,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2546-bitoven-musicien
3754,bizarbwork,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3754-bizarbwork
68,black-tiwabbit,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/68-black-tiwabbit
899,black-tiwabbitus,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/899-black-tiwabbitus
65,black-wabbit,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/65-black-wabbit
3469,black-wabbit-squelette,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3469-black-wabbit-squelette
3461,black-wabbit,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3461-black-wabbit
3463,blanc-pa-wabbit,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3463-blanc-pa-wabbit
2883,blerauve,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2883-blerauve
4599,blerice,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4599-blerice
2966,blerice,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2966-blerice
2884,blerom,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2884-blerom
2407,blof-apathique,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2407-blof-apathique
273,blop-coco,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/273-blop-coco
1184,blop-coco-royal,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/1184-blop-coco-royal
275,blop-griotte,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/275-blop-griotte
1185,blop-griotte-royal,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/1185-blop-griotte-royal
1182,blopignon,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/1182-blopignon
4529,blopignon,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4529-blopignon
274,blop-indigo,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/274-blop-indigo
1186,blop-indigo-royal,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/1186-blop-indigo-royal
1188,blop-multicolore-royal,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/1188-blop-multicolore-royal
2406,bloporte-veule,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2406-bloporte-veule
276,blop-reinette,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/276-blop-reinette
1187,blop-reinette-royal,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/1187-blop-reinette-royal
2405,blordur-infect,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2405-blordur-infect
2404,blorie-assourdissante,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2404-blorie-assourdissante
802,bomberfu,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/802-bomberfu
3362,bomberfu-nowel,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3362-bomberfu-nowel
845,bonhomme-neige,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/845-bonhomme-neige
112,boo,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/112-boo
228,boomba,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/228-boomba
1229,boomba-saoule,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/1229-boomba-saoule
1082,boomba-shika,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/1082-boomba-shika
2408,boombata-garde,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2408-boombata-garde
2975,boostache,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2975-boostache
3651,boostache,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3651-boostache
3235,boostache-prepubere,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3235-boostache-prepubere
2549,boostif-affame,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2549-boostif-affame
867,bouboule-neige,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/867-bouboule-neige
2315,boudalf-blanc,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2315-boudalf-blanc
2318,boudur-raide,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2318-boudur-raide
672,boufcoul,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/672-boufcoul
2317,boufdegou-refoulant,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2317-boufdegou-refoulant
2324,bouflet-pueril,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2324-bouflet-pueril
2901,bouflouth,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2901-bouflouth
2850,boufmouth,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2850-boufmouth
4392,boufmouth,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4392-boufmouth
2851,boufmouth-guerre,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2851-boufmouth-guerre
4565,boufmouth-legendaire,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4565-boufmouth-legendaire
2852,boufmouth-legendaire,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2852-boufmouth-legendaire
134,boufton-blanc,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/134-boufton-blanc
4523,boufton-blanc,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4523-boufton-blanc
4267,boufton-blanc-shushute,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4267-boufton-blanc-shushute
2853,bouftonmouth,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2853-bouftonmouth
4521,boufton-noir,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4521-boufton-noir
149,boufton-noir,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/149-boufton-noir
4265,boufton-noir-shushute,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4265-boufton-noir-shushute
36,bouftou,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/36-bouftou
101,bouftou,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/101-bouftou
3524,bouftou-celeste,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3524-bouftou-celeste
4083,bouftou-saint-ballotin,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4083-bouftou-saint-ballotin
671,bouftou-cavernes,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/671-bouftou-cavernes
793,bouftou-halouine,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/793-bouftou-halouine
3332,bouftou-dopeul,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3332-bouftou-dopeul
147,bouftou-royal,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/147-bouftou-royal
4261,bouftou-royal-shushute,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4261-bouftou-royal-shushute
4263,bouftou-shushute,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4263-bouftou-shushute
3523,bouftou-sombre,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3523-bouftou-sombre
4275,bouftou-vole,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4275-bouftou-vole
153,boulanger-sombre,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/153-boulanger-sombre
2862,boulglours,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2862-boulglours
2316,boulgourvil-lointain,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2316-boulgourvil-lointain
2363,bouliver-geant,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2363-bouliver-geant
3948,boumbardier,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3948-boumbardier
1059,bourbassingue,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/1059-bourbassingue
4527,bourdard,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4527-bourdard
3743,bourdard,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3743-bourdard
2286,bourdilleu-social,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2286-bourdilleu-social
258,branche-invocatrice,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/258-branche-invocatrice
260,branche-soignante,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/260-branche-soignante
438,brigandin,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/438-brigandin
248,brigandine,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/248-brigandine
3405,brikoglours,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3405-brikoglours
2550,brouste-humiliant,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2550-brouste-humiliant
1073,brouture,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/1073-brouture
464,brumen-tinctorias,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/464-brumen-tinctorias
819,buveur,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/819-buveur
4215,buzarre,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4215-buzarre
267,bwak-air,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/267-bwak-air
268,bwak-eau,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/268-bwak-eau
265,bwak-feu,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/265-bwak-feu
3283,bwak-flamme,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3283-bwak-flamme
3282,bwak-glace,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3282-bwak-glace
266,bwak-terre,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/266-bwak-terre
3284,bwak-terre,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3284-bwak-terre
3281,bwak-vent,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3281-bwak-vent
876,bwork,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/876-bwork
74,bwork-archer,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/74-bwork-archer
2416,bworkasse-degoutant,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2416-bworkasse-degoutant
3896,bworkekorall,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3896-bworkekorall
486,bwork-elemental-air,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/486-bwork-elemental-air
485,bwork-elemental-eau,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/485-bwork-elemental-eau
484,bwork-elemental-feu,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/484-bwork-elemental-feu
487,bwork-elemental-terre,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/487-bwork-elemental-terre
2664,bwork-fuite,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2664-bwork-fuite
478,bworker,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/478-bworker
792,bworkette,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/792-bworkette
53,bwork-mage,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/53-bwork-mage
3567,bwork-tirailleur,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3567-bwork-tirailleur
2418,bwormage-respectueux,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2418-bwormage-respectueux
2419,caboume-artilleur,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2419-caboume-artilleur
3106,cadeau-anime,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3106-cadeau-anime
906,cadob,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/906-cadob
889,cadob-imbo,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/889-cadob-imbo
888,cadob-omb,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/888-cadob-omb
887,cadob-onux,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/887-cadob-onux
3342,cadran-xelor-dopeul,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3342-cadran-xelor-dopeul
4219,caillatak,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4219-caillatak
231,canon-dorf,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/231-canon-dorf
1230,canon-dorf-debutant,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/1230-canon-dorf-debutant
3308,cauchemarakne,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3308-cauchemarakne
3582,cavalier-brise-pierre,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3582-cavalier-brise-pierre
343,cavalier-porkass,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/343-cavalier-porkass
4535,cavalier-porkass,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4535-cavalier-porkass
3583,cavalier-ronimbos,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3583-cavalier-ronimbos
4545,cavalier-ronimbos,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4545-cavalier-ronimbos
2420,cavordemal-sorcier,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2420-cavordemal-sorcier
556,cawotte,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/556-cawotte
3475,cawotte-gm,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3475-cawotte-gm
3458,cawotte-woyale,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3458-cawotte-woyale
2913,chachachovage,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2913-chachachovage
4555,chachachovage,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4555-chachachovage
4390,chachachovage,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4390-chachachovage
2321,chafalfer-optimiste,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2321-chafalfer-optimiste
2319,chafemal-bagarreur,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2319-chafemal-bagarreur
54,chafer,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/54-chafer
291,chafer-archer,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/291-chafer-archer
292,chafer-elite,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/292-chafer-elite
4531,chafer-elite,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/4531-chafer-elite
3239,chafer-draugr,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3239-chafer-draugr
396,chafer-fantassin,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/396-chafer-fantassin
1108,chaferfu-lancier,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/1108-chaferfu-lancier
110,chafer-invisible,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/110-chafer-invisible
290,chafer-lancier,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/290-chafer-lancier
3240,chafer-primitif,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3240-chafer-primitif
3238,chafer-rōnin,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/3238-chafer-rōnin
2421,chaffoin-sournois,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2421-chaffoin-sournois
2320,chafmarcel-fetard,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2320-chafmarcel-fetard
2422,chafrit-barbare,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2422-chafrit-barbare
2322,chalan-commercant,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2322-chalan-commercant
447,chamane-egoutant,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/447-chamane-egoutant
2323,chamchie-difficile,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2323-chamchie-difficile
2426,chamdble-cultive,https://www.dofus-touch.com/fr/mmorpg/encyclopedie/monstres/2426-chamdble-cultive
