item_id,item_name,item_slug,category,has_recipe,job,job_level,ingredient_id,ingredient_name,ingredient_type,quantity
7202,Sabre Sandanwa,sabre-sandanwa,armes,True,Forgeur,40.0,844,Oeuf de Dragoeuf de Saphir,Oeuf,14.0
7202,Sabre Sandanwa,sabre-sandanwa,armes,True,Forgeur,40.0,1613,Écaille de Chef Crocodaille,Peau,14.0
7202,Sabre Sandanwa,sabre-sandanwa,armes,True,Forgeur,40.0,8757,Maillot de corps de Barbroussa,Vêtement,12.0
7202,Sabre Sandanwa,sabre-sandanwa,armes,True,Forgeur,40.0,14473,Boulon Wabbit,Ressources diverses,12.0
7172,Baguette Rhon,baguette-rhon,armes,True,Sculpteur,60.0,2267,Dragolait,Ressources diverses,36.0
7172,Baguette Rhon,baguette-rhon,armes,True,Sculpteur,60.0,7658,Planche en Charme,Planche,5.0
7172,Baguette Rhon,baguette-rhon,armes,True,Sculpteur,60.0,8391,Peau de Don Dorgan,Peau,32.0
7172,Baguette Rhon,baguette-rhon,armes,True,Sculpteur,60.0,15184,Œil de Crowneille,Oeil,32.0
7172,Baguette Rhon,baguette-rhon,armes,True,Sculpteur,60.0,15259,Tourmaline,Pierre précieuse,3.0
7172,Baguette Rhon,baguette-rhon,armes,True,Sculpteur,60.0,15433,Jambières de Cogneroc,Ressources diverses,35.0
7168,Baguette Hylique,baguette-hylique,armes,True,Sculpteur,20.0,426,Fibre de Chanvre,Etoffe,17.0
7168,Baguette Hylique,baguette-hylique,armes,True,Sculpteur,20.0,792,Sève d'Abraknyde,Ressources diverses,4.0
7168,Baguette Hylique,baguette-hylique,armes,True,Sculpteur,20.0,1801,Perche,Poisson,26.0
7168,Baguette Hylique,baguette-hylique,armes,True,Sculpteur,20.0,2250,Bois de Tronknyde,Bois,20.0
6505,Marteau Réhadaure,marteau-rehadaure,armes,True,Forgeur,60.0,479,Ivoire,Os,16.0
6505,Marteau Réhadaure,marteau-rehadaure,armes,True,Forgeur,60.0,749,Bakélélite,Alliage,9.0
6505,Marteau Réhadaure,marteau-rehadaure,armes,True,Forgeur,60.0,2060,Patte de Corbac,Patte,17.0
6505,Marteau Réhadaure,marteau-rehadaure,armes,True,Forgeur,60.0,8055,Os de Mama Koalak,Os,22.0
6505,Marteau Réhadaure,marteau-rehadaure,armes,True,Forgeur,60.0,8061,Poils de Koalak Reinette,Poil,20.0
6505,Marteau Réhadaure,marteau-rehadaure,armes,True,Forgeur,60.0,8084,Peau de Piralak,Peau,24.0
7184,Racine Histre,racine-histre,armes,True,Sculpteur,40.0,1018,Kole,Ressources diverses,10.0
7184,Racine Histre,racine-histre,armes,True,Sculpteur,40.0,1798,Kralamoure vidé,Poisson vidé,50.0
7184,Racine Histre,racine-histre,armes,True,Sculpteur,40.0,2357,Bois d'Oliviolet,Bois,40.0
7184,Racine Histre,racine-histre,armes,True,Sculpteur,40.0,8737,Boule polie,Pierre brute,20.0
7184,Racine Histre,racine-histre,armes,True,Sculpteur,40.0,8807,Jus de Ouassingue,Ressources diverses,17.0
14722,Pinceau,pinceau,armes,False,,,,,,
6504,Marteau Fantal,marteau-fantal,armes,True,Forgeur,40.0,446,Bauxite,Minerai,40.0
6504,Marteau Fantal,marteau-fantal,armes,True,Forgeur,40.0,1018,Kole,Ressources diverses,13.0
6504,Marteau Fantal,marteau-fantal,armes,True,Forgeur,40.0,8075,Boomerang du Dok Alako,Ressources diverses,16.0
6504,Marteau Fantal,marteau-fantal,armes,True,Forgeur,40.0,8757,Maillot de corps de Barbroussa,Vêtement,12.0
6504,Marteau Fantal,marteau-fantal,armes,True,Forgeur,40.0,16288,Sabot de Gliglidromel,Os,16.0
4242,Eventail Tranchant,eventail-tranchant,armes,True,Forgeur,40.0,350,Argent,Minerai,30.0
4242,Eventail Tranchant,eventail-tranchant,armes,True,Forgeur,40.0,448,Silex,Pierre brute,12.0
4242,Eventail Tranchant,eventail-tranchant,armes,True,Forgeur,40.0,1018,Kole,Ressources diverses,12.0
4242,Eventail Tranchant,eventail-tranchant,armes,True,Forgeur,40.0,8760,Foulard du Sparo,Vêtement,12.0
4242,Eventail Tranchant,eventail-tranchant,armes,True,Forgeur,40.0,17080,Ongle de DragOeuf,Os,12.0
9751,Hache Pira'Teur',hache-pira-teur,armes,False,,,,,,
15615,Clef à Molette,clef-molette,armes,True,Forgeur,60.0,8392,Peau de Don Duss Ang,Peau,22.0
15615,Clef à Molette,clef-molette,armes,True,Forgeur,60.0,8495,Bourgeon de l'Abraknyde Ancestral,Bourgeon,2.0
15615,Clef à Molette,clef-molette,armes,True,Forgeur,60.0,13697,Poils de Guerrier Koalak,Poil,24.0
15615,Clef à Molette,clef-molette,armes,True,Forgeur,60.0,15426,Chope vide,Ressources diverses,15.0
15615,Clef à Molette,clef-molette,armes,True,Forgeur,60.0,15432,Fronde du cavalier Brise-pierre,Ressources diverses,18.0
15615,Clef à Molette,clef-molette,armes,True,Forgeur,60.0,16294,Estomac de Gligli,Ressources diverses,15.0
58,La Triste Lame,triste-lame,armes,True,Forgeur,10.0,441,Cuivre,Minerai,6.0
58,La Triste Lame,triste-lame,armes,True,Forgeur,10.0,442,Bronze,Minerai,6.0
58,La Triste Lame,triste-lame,armes,True,Forgeur,10.0,445,Manganèse,Minerai,3.0
1938,Lame de chasse,lame-chasse,armes,False,,,,,,
11632,Baguette Hernuement,baguette-hernuement,armes,True,Sculpteur,100.0,9391,Fleur de Blop Multicolore Royal,Fleur,2.0
11632,Baguette Hernuement,baguette-hernuement,armes,True,Sculpteur,100.0,11313,Huile de Pirate,Huile,28.0
11632,Baguette Hernuement,baguette-hernuement,armes,True,Sculpteur,100.0,11323,Pierre d'Atomystique,Pierre brute,38.0
11632,Baguette Hernuement,baguette-hernuement,armes,True,Sculpteur,100.0,11329,Pierre de Fumrirolle,Pierre brute,36.0
11632,Baguette Hernuement,baguette-hernuement,armes,True,Sculpteur,100.0,11332,Tuf de Mofette,Pierre brute,37.0
11632,Baguette Hernuement,baguette-hernuement,armes,True,Sculpteur,100.0,15259,Tourmaline,Pierre précieuse,10.0
11632,Baguette Hernuement,baguette-hernuement,armes,True,Sculpteur,100.0,16276,Protection de Funespadon,Vêtement,32.0
11632,Baguette Hernuement,baguette-hernuement,armes,True,Sculpteur,100.0,16856,Essence de Kanigroula,Essence de gardien de donjon,1.0
830,Baguette d'Intelligence,baguette-intelligence,armes,True,Sculpteur,10.0,441,Cuivre,Minerai,10.0
830,Baguette d'Intelligence,baguette-intelligence,armes,True,Sculpteur,10.0,1333,Potion d'Etincelle,Potion de forgemagie,1.0
830,Baguette d'Intelligence,baguette-intelligence,armes,True,Sculpteur,10.0,7659,Planche en Noyer,Planche,1.0
10858,Baguette de Kloug,baguette-kloug,armes,False,,,,,,
829,Arc Hade,arc-hade,armes,True,Sculpteur,1.0,303,Bois de Frêne,Bois,4.0
829,Arc Hade,arc-hade,armes,True,Sculpteur,1.0,473,Bois de Châtaignier,Bois,2.0
11820,Pelle Vétik,pelle-vetik,armes,True,Forgeur,100.0,11529,Estomac du Perkü,Ressources diverses,38.0
11820,Pelle Vétik,pelle-vetik,armes,True,Forgeur,100.0,11885,Lamelle Fongique,Champignon,26.0
11820,Pelle Vétik,pelle-vetik,armes,True,Forgeur,100.0,11890,Volve de Fongeur,Champignon,35.0
11820,Pelle Vétik,pelle-vetik,armes,True,Forgeur,100.0,12740,Galet brasillant,Galet,2.0
11820,Pelle Vétik,pelle-vetik,armes,True,Forgeur,100.0,13168,Ethmoïde du Minotot,Os,4.0
11820,Pelle Vétik,pelle-vetik,armes,True,Forgeur,100.0,15888,Dent de Kailleu,Os,36.0
11820,Pelle Vétik,pelle-vetik,armes,True,Forgeur,100.0,16838,Essence de Korriandre,Essence de gardien de donjon,1.0
11820,Pelle Vétik,pelle-vetik,armes,True,Forgeur,100.0,17902,Peau de Rouquette,Peau,35.0
3356,Pelle Doudesque,pelle-doudesque,armes,True,Forgeur,20.0,415,Plume du Kwak de Flamme,Plume,15.0
3356,Pelle Doudesque,pelle-doudesque,armes,True,Forgeur,20.0,1891,Duvet de Bourdard,Poil,15.0
3356,Pelle Doudesque,pelle-doudesque,armes,True,Forgeur,20.0,2502,Papatte de Croc Gland,Patte,10.0
3356,Pelle Doudesque,pelle-doudesque,armes,True,Forgeur,20.0,7032,Silicate,Minerai,20.0
222,Marteau de Raclage,marteau-raclage,armes,True,Forgeur,1.0,441,Cuivre,Minerai,2.0
222,Marteau de Raclage,marteau-raclage,armes,True,Forgeur,1.0,473,Bois de Châtaignier,Bois,5.0
347,Rhizome Doré,rhizome-dore,armes,True,Forgeur,20.0,313,Or,Minerai,20.0
347,Rhizome Doré,rhizome-dore,armes,True,Forgeur,20.0,367,Oeuf de Tofu,Oeuf,5.0
347,Rhizome Doré,rhizome-dore,armes,True,Forgeur,20.0,431,Pierre du Craquebille,Pierre brute,10.0
347,Rhizome Doré,rhizome-dore,armes,True,Forgeur,20.0,471,Bois d'Erable,Bois,10.0
1365,La Canne Hête,canne-hete,armes,True,Sculpteur,1.0,761,Poils de souris,Poil,6.0
1365,La Canne Hête,canne-hete,armes,True,Sculpteur,1.0,6868,Planche en Châtaignier,Planche,1.0
7194,Arc Anum,arc-anum,armes,True,Sculpteur,60.0,587,Farine Complète,Farine,6.0
7194,Arc Anum,arc-anum,armes,True,Sculpteur,60.0,8077,Boomerang du Warko Marron,Ressources diverses,24.0
7194,Arc Anum,arc-anum,armes,True,Sculpteur,60.0,8767,Aile du Bitouf des Plaines,Aile,25.0
7194,Arc Anum,arc-anum,armes,True,Sculpteur,60.0,8801,Étoffe de Ouassingue,Etoffe,12.0
7194,Arc Anum,arc-anum,armes,True,Sculpteur,60.0,15426,Chope vide,Ressources diverses,15.0
7194,Arc Anum,arc-anum,armes,True,Sculpteur,60.0,15431,Armure de Nimbroyeur,Ressources diverses,20.0
7170,Baguette Houffe-Craitien,baguette-houffe-craitien,armes,True,Sculpteur,60.0,470,Bois d'Orme,Bois,22.0
7170,Baguette Houffe-Craitien,baguette-houffe-craitien,armes,True,Sculpteur,60.0,8363,Corne de Dragoeuf Guerrier,Os,24.0
7170,Baguette Houffe-Craitien,baguette-houffe-craitien,armes,True,Sculpteur,60.0,8390,Peau de Cochon de Farle,Peau,25.0
7170,Baguette Houffe-Craitien,baguette-houffe-craitien,armes,True,Sculpteur,60.0,13718,Cendres de Tofutoflamme,Poudre,23.0
7170,Baguette Houffe-Craitien,baguette-houffe-craitien,armes,True,Sculpteur,60.0,14473,Boulon Wabbit,Ressources diverses,16.0
7170,Baguette Houffe-Craitien,baguette-houffe-craitien,armes,True,Sculpteur,60.0,17078,Coquille de Dragoss,Coquille,16.0
1404,Marteau Toh'Lo,marteau-toh-lo,armes,True,Forgeur,10.0,460,Bois de Chêne,Bois,20.0
1404,Marteau Toh'Lo,marteau-toh-lo,armes,True,Forgeur,10.0,748,Magnésite,Alliage,1.0
1404,Marteau Toh'Lo,marteau-toh-lo,armes,True,Forgeur,10.0,13728,Paupière d'Étoile,Ressources diverses,12.0
1620,Abrarc,abrarc,armes,True,Sculpteur,20.0,756,Slip en Cuir Moulant du Vampire,Vêtement,16.0
1620,Abrarc,abrarc,armes,True,Sculpteur,20.0,2613,Carapace Bleue Vide,Carapace,10.0
1620,Abrarc,abrarc,armes,True,Sculpteur,20.0,7659,Planche en Noyer,Planche,3.0
1620,Abrarc,abrarc,armes,True,Sculpteur,20.0,8158,Plume Graisseuse du Tofu Ventripotent,Plume,20.0
1637,Etoile du Soir,etoile-soir,armes,True,Forgeur,20.0,305,Dent de Wabbit,Os,10.0
1637,Etoile du Soir,etoile-soir,armes,True,Forgeur,20.0,315,Diamant,Pierre précieuse,1.0
1637,Etoile du Soir,etoile-soir,armes,True,Forgeur,20.0,444,Etain,Minerai,20.0
1637,Etoile du Soir,etoile-soir,armes,True,Forgeur,20.0,461,Bois d'If,Bois,10.0
8933,Hache Sueur Rance,hache-sueur-rance,armes,True,Forgeur,100.0,750,Kouartz,Alliage,18.0
8933,Hache Sueur Rance,hache-sueur-rance,armes,True,Forgeur,100.0,11311,Bouée de Fantomalamère,Ressources diverses,34.0
8933,Hache Sueur Rance,hache-sueur-rance,armes,True,Forgeur,100.0,11313,Huile de Pirate,Huile,30.0
8933,Hache Sueur Rance,hache-sueur-rance,armes,True,Forgeur,100.0,13062,Galet acajou,Galet,1.0
8933,Hache Sueur Rance,hache-sueur-rance,armes,True,Forgeur,100.0,15569,Essence de Ben le Ripate,Essence de gardien de donjon,1.0
8933,Hache Sueur Rance,hache-sueur-rance,armes,True,Forgeur,100.0,16252,Queue de Kanigroula,Queue,2.0
8933,Hache Sueur Rance,hache-sueur-rance,armes,True,Forgeur,100.0,16274,Aquarakne de Crânonier,Coquille,36.0
8933,Hache Sueur Rance,hache-sueur-rance,armes,True,Forgeur,100.0,16306,Peau de Krambwork,Peau,34.0
1077,Masse Aj Taye,masse-aj-taye,armes,True,Forgeur,20.0,445,Manganèse,Minerai,20.0
1077,Masse Aj Taye,masse-aj-taye,armes,True,Forgeur,20.0,752,Sang du Vampire,Ressources diverses,15.0
1077,Masse Aj Taye,masse-aj-taye,armes,True,Forgeur,20.0,7657,Planche en Erable,Planche,2.0
1077,Masse Aj Taye,masse-aj-taye,armes,True,Forgeur,20.0,14278,Chaînes Brisées,Ressources diverses,15.0
6484,Arc du Sram Archer,arc-sram-archer,armes,True,Sculpteur,40.0,926,Bois Envoûté,Bois,12.0
6484,Arc du Sram Archer,arc-sram-archer,armes,True,Sculpteur,40.0,8054,Peau de Drakoalak,Peau,18.0
6484,Arc du Sram Archer,arc-sram-archer,armes,True,Sculpteur,40.0,11257,Plume de Gélikan,Plume,20.0
6484,Arc du Sram Archer,arc-sram-archer,armes,True,Sculpteur,40.0,15571,Essence de Blop Coco Royal,Essence de gardien de donjon,1.0
6484,Arc du Sram Archer,arc-sram-archer,armes,True,Sculpteur,40.0,16292,Étoffe de Gliglimuable,Etoffe,20.0
1370,L'Ergot Mina,ergot-mina,armes,True,Forgeur,1.0,460,Bois de Chêne,Bois,10.0
1370,L'Ergot Mina,ergot-mina,armes,True,Forgeur,1.0,747,Aluminite,Alliage,1.0
11873,Styx,styx,armes,False,,,,,,
7037,Canne de Mamie Bonbon,canne-mamie-bonbon,armes,True,Sculpteur,60.0,361,Cawotte,Légume,11.0
7037,Canne de Mamie Bonbon,canne-mamie-bonbon,armes,True,Sculpteur,60.0,587,Farine Complète,Farine,30.0
7037,Canne de Mamie Bonbon,canne-mamie-bonbon,armes,True,Sculpteur,60.0,749,Bakélélite,Alliage,7.0
7037,Canne de Mamie Bonbon,canne-mamie-bonbon,armes,True,Sculpteur,60.0,1890,Poil de Kanigrou,Poil,32.0
7037,Canne de Mamie Bonbon,canne-mamie-bonbon,armes,True,Sculpteur,60.0,6736,Bourgeon de Fourbasse,Bourgeon,32.0
7037,Canne de Mamie Bonbon,canne-mamie-bonbon,armes,True,Sculpteur,60.0,8059,Poils de Koalak Griotte,Poil,38.0
13848,Couteau de Mer,couteau-mer,armes,True,Forgeur,80.0,748,Magnésite,Alliage,7.0
13848,Couteau de Mer,couteau-mer,armes,True,Forgeur,80.0,8345,Corne de Dragoss Saphir,Os,24.0
13848,Couteau de Mer,couteau-mer,armes,True,Forgeur,80.0,11118,Clavicule de Boufmouth,Os,18.0
13848,Couteau de Mer,couteau-mer,armes,True,Forgeur,80.0,12738,Galet rutilant,Galet,5.0
13848,Couteau de Mer,couteau-mer,armes,True,Forgeur,80.0,13724,Patte de Tofu Dodu,Patte,23.0
13848,Couteau de Mer,couteau-mer,armes,True,Forgeur,80.0,15581,Essence de Crocabulia,Essence de gardien de donjon,1.0
13848,Couteau de Mer,couteau-mer,armes,True,Forgeur,80.0,15635,Plume de Dostrogo,Plume,22.0
12034,Epée de Kalkanéus,epee-kalkaneus,armes,False,,,,,,
10638,Epée de Rekto Topi,epee-rekto-topi,armes,False,,,,,,
16192,Baguette Héroclite,baguette-heroclite,armes,True,Sculpteur,100.0,750,Kouartz,Alliage,15.0
16192,Baguette Héroclite,baguette-heroclite,armes,True,Sculpteur,100.0,11313,Huile de Pirate,Huile,29.0
16192,Baguette Héroclite,baguette-heroclite,armes,True,Sculpteur,100.0,11320,Oeil de Vigie Pirate,Oeil,34.0
16192,Baguette Héroclite,baguette-heroclite,armes,True,Sculpteur,100.0,15259,Tourmaline,Pierre précieuse,8.0
16192,Baguette Héroclite,baguette-heroclite,armes,True,Sculpteur,100.0,16252,Queue de Kanigroula,Queue,2.0
16192,Baguette Héroclite,baguette-heroclite,armes,True,Sculpteur,100.0,16268,Fragment de Zombibé,Coquille,27.0
16192,Baguette Héroclite,baguette-heroclite,armes,True,Sculpteur,100.0,16274,Aquarakne de Crânonier,Coquille,37.0
16192,Baguette Héroclite,baguette-heroclite,armes,True,Sculpteur,100.0,16854,Essence de Zombrute,Essence de gardien de donjon,1.0
1039,Dague Fourbesque,dague-fourbesque,armes,True,Forgeur,40.0,444,Etain,Minerai,40.0
1039,Dague Fourbesque,dague-fourbesque,armes,True,Forgeur,40.0,543,Pierre de Diamant,Pierre brute,1.0
1039,Dague Fourbesque,dague-fourbesque,armes,True,Forgeur,40.0,7655,Planche en Ebène,Planche,2.0
1039,Dague Fourbesque,dague-fourbesque,armes,True,Forgeur,40.0,8050,Peau de Koalak Immature,Peau,22.0
1039,Dague Fourbesque,dague-fourbesque,armes,True,Forgeur,40.0,8484,Poil de Chamane d'Egoutant,Poil,26.0
11857,Pelle de Stroud émoussée,pelle-stroud-emoussee,armes,False,,,,,,
6661,Canne à Koinkoin,canne-koinkoin,armes,False,,,,,,
9741,Arc Hord'Eon',arc-hord-eon,armes,False,,,,,,
1364,Bâton d'Oubli,baton-oubli,armes,True,Sculpteur,10.0,378,Sporme du Champ Champ,Ressources diverses,8.0
1364,Bâton d'Oubli,baton-oubli,armes,True,Sculpteur,10.0,460,Bois de Chêne,Bois,15.0
1364,Bâton d'Oubli,baton-oubli,armes,True,Sculpteur,10.0,476,Bois de Noyer,Bois,15.0
7155,Marteau Nairedeubrest,marteau-nairedeubrest,armes,True,Forgeur,60.0,2304,Fragment de Pierre Polie,Pierre brute,25.0
7155,Marteau Nairedeubrest,marteau-nairedeubrest,armes,True,Forgeur,60.0,7027,Topaze,Pierre précieuse,6.0
7155,Marteau Nairedeubrest,marteau-nairedeubrest,armes,True,Forgeur,60.0,7028,Agathe,Pierre précieuse,6.0
7155,Marteau Nairedeubrest,marteau-nairedeubrest,armes,True,Forgeur,60.0,8057,Tibia de Koalak Fossoyeur,Os,22.0
7155,Marteau Nairedeubrest,marteau-nairedeubrest,armes,True,Forgeur,60.0,8066,Poils de Warko Violet,Poil,22.0
7155,Marteau Nairedeubrest,marteau-nairedeubrest,armes,True,Forgeur,60.0,17082,Larve d'Eau,Ressources diverses,18.0
970,Bâton du Wa Wabbit,baton-wa-wabbit,armes,True,Sculpteur,20.0,361,Cawotte,Légume,3.0
970,Bâton du Wa Wabbit,baton-wa-wabbit,armes,True,Sculpteur,20.0,646,Poils de Black Tiwabbit,Poil,13.0
970,Bâton du Wa Wabbit,baton-wa-wabbit,armes,True,Sculpteur,20.0,7657,Planche en Erable,Planche,1.0
970,Bâton du Wa Wabbit,baton-wa-wabbit,armes,True,Sculpteur,20.0,14457,Patte de Black Wabbit,Patte,15.0
237,Sargasse,sargasse,armes,True,Forgeur,10.0,441,Cuivre,Minerai,12.0
237,Sargasse,sargasse,armes,True,Forgeur,10.0,471,Bois d'Erable,Bois,10.0
237,Sargasse,sargasse,armes,True,Forgeur,10.0,6868,Planche en Châtaignier,Planche,1.0
13295,Bâton Rouge,baton-rouge,armes,False,,,,,,
7163,Arc Huledela,arc-huledela,armes,True,Sculpteur,60.0,7027,Topaze,Pierre précieuse,4.0
7163,Arc Huledela,arc-huledela,armes,True,Sculpteur,60.0,7655,Planche en Ebène,Planche,10.0
7163,Arc Huledela,arc-huledela,armes,True,Sculpteur,60.0,7664,Planche en Bambou Sombre,Planche,6.0
7163,Arc Huledela,arc-huledela,armes,True,Sculpteur,60.0,8058,Cubitus de Momie Koalak,Os,45.0
7163,Arc Huledela,arc-huledela,armes,True,Sculpteur,60.0,8250,Poil de Renarbo,Poil,40.0
7163,Arc Huledela,arc-huledela,armes,True,Sculpteur,60.0,15633,Plume de Dolbinos,Plume,40.0
1651,Le Cutter Sanglant,cutter-sanglant,armes,True,Forgeur,20.0,290,Champignon,Champignon,6.0
1651,Le Cutter Sanglant,cutter-sanglant,armes,True,Forgeur,20.0,444,Etain,Minerai,15.0
1651,Le Cutter Sanglant,cutter-sanglant,armes,True,Forgeur,20.0,448,Silex,Pierre brute,8.0
1651,Le Cutter Sanglant,cutter-sanglant,armes,True,Forgeur,20.0,2274,Bougie du Mineur Sombre,Ressources diverses,12.0
202,Razielle,razielle,armes,True,Forgeur,20.0,350,Argent,Minerai,20.0
202,Razielle,razielle,armes,True,Forgeur,20.0,433,Fémur du Chafer Archer,Os,10.0
202,Razielle,razielle,armes,True,Forgeur,20.0,9940,Nacre brute,Pierre brute,8.0
202,Razielle,razielle,armes,True,Forgeur,20.0,17126,Tranche de Tikokoko,Bois,10.0
7882,Marteau du Boufcoul,marteau-boufcoul,armes,True,Forgeur,20.0,383,Corne de Bouftou,Os,10.0
7882,Marteau du Boufcoul,marteau-boufcoul,armes,True,Forgeur,20.0,394,Noisette,Graine,10.0
7882,Marteau du Boufcoul,marteau-boufcoul,armes,True,Forgeur,20.0,1343,Potion de Flambée,Potion de forgemagie,1.0
7882,Marteau du Boufcoul,marteau-boufcoul,armes,True,Forgeur,20.0,7925,Bois de Kaliptus,Bois,10.0
825,Lame du Bwork,lame-bwork,armes,True,Forgeur,10.0,431,Pierre du Craquebille,Pierre brute,6.0
825,Lame du Bwork,lame-bwork,armes,True,Forgeur,10.0,442,Bronze,Minerai,8.0
825,Lame du Bwork,lame-bwork,armes,True,Forgeur,10.0,445,Manganèse,Minerai,8.0
1059,Pelle des Champs,pelle-champs,armes,True,Forgeur,1.0,303,Bois de Frêne,Bois,6.0
1059,Pelle des Champs,pelle-champs,armes,True,Forgeur,1.0,312,Fer,Minerai,4.0
11635,Bâton du Harpirate,baton-harpirate,armes,True,Sculpteur,100.0,11193,Planche en Tremble,Planche,6.0
11635,Bâton du Harpirate,baton-harpirate,armes,True,Sculpteur,100.0,11311,Bouée de Fantomalamère,Ressources diverses,34.0
11635,Bâton du Harpirate,baton-harpirate,armes,True,Sculpteur,100.0,11313,Huile de Pirate,Huile,22.0
11635,Bâton du Harpirate,baton-harpirate,armes,True,Sculpteur,100.0,11314,Coquille de Fantimonier,Coquille,37.0
11635,Bâton du Harpirate,baton-harpirate,armes,True,Sculpteur,100.0,13061,Galet boucané,Galet,6.0
11635,Bâton du Harpirate,baton-harpirate,armes,True,Sculpteur,100.0,13155,Oreille de Sphincter Cell,Oreille,3.0
11635,Bâton du Harpirate,baton-harpirate,armes,True,Sculpteur,100.0,16310,Oreille de Médibwork,Oreille,36.0
11635,Bâton du Harpirate,baton-harpirate,armes,True,Sculpteur,100.0,16856,Essence de Kanigroula,Essence de gardien de donjon,1.0
