nom,type,niveau,image_url
Bottes du ménestrel Vive-Griffe,Bottes,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/172176.w40h40.png
Anneau de guerrier albueran,Anneau,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/172183.w40h40.png
Masque de Kaonashi,Chapeau,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/172493.w40h40.png
Coiffe du Comte Harebourg,Chapeau,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/16362.w40h40.png
Coiffe Séculaire,Chapeau,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/16363.w40h40.png
Masque du Granduk,Chapeau,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/16364.w40h40.png
Amulette du Granduk,Amulette,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1231.w40h40.png
Sangle Ouare,Ceinture,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10247.w40h40.png
Bandeau Ktriné,Chapeau,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/16366.w40h40.png
Capushincha,Chapeau,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/16381.w40h40.png
Collier d'Ava Taroun,Amulette,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170501.w40h40.png
Anneau Shushuverain,Anneau,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170734.w40h40.png
Sandales de Mazin Lyn,Bottes,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170753.w40h40.png
Cape de cérémoniale de Mazin Lyn,Cape,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170754.w40h40.png
Bottes de Meno,Bottes,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170757.w40h40.png
Casque de Meno,Chapeau,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170766.w40h40.png
Masque du Bandit Spectral,Chapeau,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170863.w40h40.png
Bouclier Clairvoyant,Bouclier,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171015.w40h40.png
Chaussons de Macrab,Bottes,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171024.w40h40.png
Bouclier de Sidimote,Bouclier,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/82008.w40h40.png
Bouclier de la Congère,Bouclier,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171044.w40h40.png
Protopagne,Ceinture,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171101.w40h40.png
Baleinabottes,Bottes,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171109.w40h40.png
Pendentif affamé,Amulette,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171115.w40h40.png
Torquistik,Amulette,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171119.w40h40.png
Pendentif mignon de Koutoulou,Amulette,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171125.w40h40.png
Casque Cyclopéen,Chapeau,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171126.w40h40.png
Anneau Rifique,Anneau,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171127.w40h40.png
Caparavent,Cape,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171520.w40h40.png
Anneau Lunaire,Anneau,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/172148.w40h40.png
Bottes Owesli,Bottes,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/172151.w40h40.png
Cape du cleptomane Vive-Griffe,Cape,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/172172.w40h40.png
Anneau de Katamashii,Anneau,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/172490.w40h40.png
Ceinture du Sanctuaire,Ceinture,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/172492.w40h40.png
Sac mortuaire,Cape,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/172487.w40h40.png
Anneau du Comte Harebourg,Anneau,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9270.w40h40.png
Bottes du Sinistrofu,Bottes,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/11239.w40h40.png
Amulette du Cycloïde,Amulette,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1234.w40h40.png
Bottes du Strigide,Bottes,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/11241.w40h40.png
Sangle Aise,Ceinture,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10246.w40h40.png
Anneau Ouroboulos,Anneau,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170493.w40h40.png
Cape Ouroboulos,Cape,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170499.w40h40.png
Bottes Ouroboulos,Bottes,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170498.w40h40.png
Cape d'Ava Taroun,Cape,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170500.w40h40.png
Fausse griffe d'Ava Taroun,Anneau,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170503.w40h40.png
Collier boussole du chasseur de trésors,Amulette,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170728.w40h40.png
Masque de Mazin Lyn,Chapeau,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170755.w40h40.png
Alliance du Bandit Spectral,Anneau,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170865.w40h40.png
Menoture,Ceinture,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170872.w40h40.png
Kidibonnet,Chapeau,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170874.w40h40.png
Cape indescriptible,Cape,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171110.w40h40.png
Bouclier Ventaille,Bouclier,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/82011.w40h40.png
Ceintacé,Ceinture,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171102.w40h40.png
Maskrobe,Chapeau,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171105.w40h40.png
Pataugastrique,Bottes,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171108.w40h40.png
Cape de Mantaze,Cape,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171111.w40h40.png
Amulette luminescente,Amulette,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171116.w40h40.png
Ceinture luminescente,Ceinture,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171117.w40h40.png
Cape de Dina Tapio,Cape,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171166.w40h40.png
Bottes de Dina Tapio,Bottes,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171167.w40h40.png
Coiffe du Roas’Inge,Chapeau,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171257.w40h40.png
Bottes du Roas'Inge,Bottes,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171396.w40h40.png
Collier de perlouzes,Amulette,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171530.w40h40.png
Amulette de Wulan,Amulette,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/172134.w40h40.png
Solerets Kritur,Bottes,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/172142.w40h40.png
Amulette de Gein,Amulette,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/172157.w40h40.png
Collier du ménestrel Vive-Griffe,Amulette,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/172173.w40h40.png
Gant du cleptomane Vive-Griffe,Anneau,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/172174.w40h40.png
Ceinture du cleptomane Vive-Griffe,Ceinture,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/172175.w40h40.png
Collier Stival,Amulette,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1144.w40h40.png
Ceinture de Kaeneko,Ceinture,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/172489.w40h40.png
Geta du Sanctuaire,Bottes,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/172491.w40h40.png
Bottes du Comte Harebourg,Bottes,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/11238.w40h40.png
Amulette Séculaire,Amulette,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1230.w40h40.png
Coiffe Cryochrone,Chapeau,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/16365.w40h40.png
Bottes du Cycloïde,Bottes,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/11240.w40h40.png
Talisman Songe,Amulette,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1238.w40h40.png
Bottes Dogues,Bottes,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/11244.w40h40.png
Goulano,Anneau,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170313.w40h40.png
Goulbottes,Bottes,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170314.w40h40.png
Bottes du Bandit Spectral,Bottes,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170864.w40h40.png
Coiffe Abyssale,Chapeau,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171104.w40h40.png
Amulette de l'indicible,Amulette,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171128.w40h40.png
Bouclier du Transporteur,Bouclier,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171016.w40h40.png
Culotte de Bethel,Ceinture,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171023.w40h40.png
Bouclier du Captain Amakna,Bouclier,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/82014.w40h40.png
Chapeau des égarés,Chapeau,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171039.w40h40.png
Bouclier de la Tannerie,Bouclier,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171043.w40h40.png
Capchalot,Cape,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171113.w40h40.png
Bottistik,Bottes,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171121.w40h40.png
Amulette de Gadoo,Amulette,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171146.w40h40.png
Cascterre,Chapeau,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171152.w40h40.png
Amulette de Dina Tapio,Amulette,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171168.w40h40.png
Cape du Roas'Inge,Cape,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171258.w40h40.png
Bouclier Simiesque,Bouclier,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171259.w40h40.png
Plantamulette,Amulette,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171524.w40h40.png
Mur de Ronces,Bouclier,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/172123.w40h40.png
Collier Lunaire,Amulette,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/172147.w40h40.png
Ceintrigue,Ceinture,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/172150.w40h40.png
Bottes de Brume,Bottes,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/172488.w40h40.png
Anneau Instable,Anneau,Niv. 199,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9269.w40h40.png
Anneau du Père Fwetar,Anneau,Niv. 199,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170395.w40h40.png
Bottes d'Oshimo,Bottes,Niv. 199,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/11230.w40h40.png
Bottes de Nileza,Bottes,Niv. 199,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/11237.w40h40.png
Kralano,Anneau,Niv. 199,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9142.w40h40.png
Masque du Glourséleste,Chapeau,Niv. 199,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/16289.w40h40.png
Bottes de Léthaline,Bottes,Niv. 199,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/11216.w40h40.png
Anneau Vicié,Anneau,Niv. 199,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9265.w40h40.png
Bague Instable,Anneau,Niv. 199,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9268.w40h40.png
Mainmulette des Poussédé,Amulette,Niv. 199,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171769.w40h40.png
Alliance Gloursonne,Anneau,Niv. 198,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9229.w40h40.png
Coiffe d'Oshimo,Chapeau,Niv. 198,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/16350.w40h40.png
Cape de Théodoran Ax,Cape,Niv. 198,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/17256.w40h40.png
Cape de Nileza,Cape,Niv. 198,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/17265.w40h40.png
Ceinture du Père Fwetar,Ceinture,Niv. 198,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170396.w40h40.png
Sac des Firefoux,Sac à dos,Niv. 198,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171517.w40h40.png
Ceinture Dentesque des Poussédé,Ceinture,Niv. 198,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171768.w40h40.png
Anneau Tamie,Anneau,Niv. 198,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9259.w40h40.png
Cape de Sylargh,Cape,Niv. 198,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/17266.w40h40.png
Cape au Logis,Cape,Niv. 198,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/17271.w40h40.png
Cape Ratique,Cape,Niv. 198,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170906.w40h40.png
Anneau de Brouce,Anneau,Niv. 198,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9249.w40h40.png
Coiffe de Padgref,Chapeau,Niv. 198,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/16349.w40h40.png
Alliance de Missiz Frizz,Anneau,Niv. 198,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9267.w40h40.png
Amulette du Glourséleste,Amulette,Niv. 198,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1181.w40h40.png
Cape Reski,Cape,Niv. 198,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/17254.w40h40.png
Coiffe d'Aermyne,Chapeau,Niv. 198,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/16347.w40h40.png
Ceinture de Klime,Ceinture,Niv. 198,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10239.w40h40.png
Bottes Viciées,Bottes,Niv. 198,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/11235.w40h40.png
Bracelet du Minotoboule,Anneau,Niv. 197,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9247.w40h40.png
Bonnet Vicié,Chapeau,Niv. 197,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/16357.w40h40.png
Frimature,Ceinture,Niv. 197,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10176.w40h40.png
Cape du Glourséleste,Cape,Niv. 197,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/17214.w40h40.png
Cape de Klime,Cape,Niv. 197,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/17263.w40h40.png
Cape Glaciale,Cape,Niv. 197,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/17264.w40h40.png
Phylactère Mic,Amulette,Niv. 197,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1240.w40h40.png
Bracelet Ming,Anneau,Niv. 197,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9208.w40h40.png
Bottes du Père Fwetar,Bottes,Niv. 197,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170397.w40h40.png
Anneau des Poussédé,Anneau,Niv. 197,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171767.w40h40.png
Amulette Hendart,Amulette,Niv. 197,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1184.w40h40.png
Bague Gloursonne,Anneau,Niv. 197,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9225.w40h40.png
Anneau de Padgref,Anneau,Niv. 197,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9255.w40h40.png
Anneau Vicieux,Anneau,Niv. 197,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9265.w40h40.png
Ceinture d'artifices,Ceinture,Niv. 197,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171529.w40h40.png
Bottes de Brouce,Bottes,Niv. 197,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/11215.w40h40.png
Amulette d'Otomaï,Amulette,Niv. 197,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1217.w40h40.png
