category,nom,type,niveau,original_image_url
consommables,Poisskaille Givré en ragoût,Poisson comestible,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/49141.w40h40.png
consommables,Pain Trépide,Pain,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33017.w40h40.png
consommables,Potion Torboyo,Potion,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12720.w40h40.png
consommables,Essence de bosquet,Potion,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12728.w40h40.png
consommables,Eau de la Fontaine de Noffoub,Potion,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12740.w40h40.png
consommables,Pain de Frostiz soufflé,Pain,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33073.w40h40.png
consommables,Poisskaille en fricassée,Poisson comestible,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/49136.w40h40.png
consommables,Coffre Vorace endormi,Objet utilisable,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/94023.w40h40.png
consommables,Fiole de Chichala,Potion,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12732.w40h40.png
consommables,Pain de Frostiz,Pain,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33072.w40h40.png
consommables,Poisskaille Givré en fricassée,Poisson comestible,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/49135.w40h40.png
consommables,Pâté impérial,Viande comestible,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/69143.w40h40.png
consommables,Potion d'altération,Potion,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12725.w40h40.png
consommables,Essence de bocage,Potion,Niv. 100,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12729.w40h40.png
consommables,Entrecôte de Kanigrou,Viande comestible,Niv. 80,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/69132.w40h40.png
consommables,Pain Gre,Pain,Niv. 80,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33013.w40h40.png
consommables,Entrecôte de Kanigrou **,Viande comestible,Niv. 80,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171377.w40h40.png
consommables,Entrecôte de Crocodaille,Viande comestible,Niv. 70,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/69134.w40h40.png
consommables,Sang de Likrone,Potion,Niv. 60,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12040.w40h40.png
consommables,Potion Eau de fée,Potion,Niv. 60,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12041.w40h40.png
consommables,Brioche Dorée,Pain,Niv. 60,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33008.w40h40.png
consommables,Cocawotte,Potion de téléportation,Niv. 60,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/94032.w40h40.png
consommables,Pain aux Céréales,Pain,Niv. 60,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33006.w40h40.png
consommables,Pain aux Céréales,Pain,Niv. 60,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33006.w40h40.png
consommables,Le Saut Sifflard,Objet utilisable,Niv. 60,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/94001.w40h40.png
consommables,Rougely,Friandise,Niv. 58,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/42020.w40h40.png
consommables,Vertgely,Friandise,Niv. 56,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/42021.w40h40.png
consommables,Blugely,Friandise,Niv. 54,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/42022.w40h40.png
consommables,Apéwicube,Objet utilisable,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/94021.w40h40.png
consommables,Potion de Vigile,Potion de conquête,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/14036.w40h40.png
consommables,Potion de Guérisseur,Potion de conquête,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/14003.w40h40.png
consommables,Potion d'oubli : Invocation de Chaferfu,Potion d'oubli de sort,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43039.w40h40.png
consommables,Potion d'oubli : Invocation d'Arakne,Potion d'oubli de sort,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43039.w40h40.png
consommables,Potion de Croque-mort,Potion de conquête,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/14068.w40h40.png
consommables,Potion d'invocation de Percepteur,Potion de conquête,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/164023.w40h40.png
consommables,Parchemin Doré,Parchemin d'expérience,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171982.w40h40.png
consommables,Cawotte pouwwite,Objet utilisable,Niv. 40,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/94031.w40h40.png
consommables,Pain aux Noix,Pain,Niv. 40,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33014.w40h40.png
consommables,Pain des Champs,Pain,Niv. 40,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33068.w40h40.png
consommables,Potion Raide Boule,Potion,Niv. 40,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12141.w40h40.png
consommables,Abragland,Objet utilisable,Niv. 33,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/94015.w40h40.png
consommables,Blopisier empoisonné,Pain,Niv. 30,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33406.w40h40.png
consommables,Moumoules frites,Viande comestible,Niv. 30,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/69135.w40h40.png
consommables,Parchemin d'Ivoire,Parchemin d'expérience,Niv. 25,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171983.w40h40.png
consommables,Nisitik Miditik,Objet utilisable,Niv. 21,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/94009.w40h40.png
consommables,Cawotte Maudite,Objet utilisable,Niv. 21,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/94006.w40h40.png
consommables,Fiole de Soin supérieure,Potion,Niv. 20,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12039.w40h40.png
consommables,Pain aux Graines de Sésame,Pain,Niv. 20,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33011.w40h40.png
consommables,Potion Pahoa Raide,Potion,Niv. 20,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12140.w40h40.png
consommables,Cervelle de vampire,Objet utilisable,Niv. 20,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/15492.w40h40.png
consommables,Pain aux Grains de Poivre,Pain,Niv. 20,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33010.w40h40.png
consommables,Pain aux Graines de Lin,Pain,Niv. 20,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33012.w40h40.png
consommables,Pain aux Noisettes,Pain,Niv. 20,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33018.w40h40.png
consommables,Pain au Blé Complet,Pain,Niv. 20,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33007.w40h40.png
consommables,Briochette,Pain,Niv. 20,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33015.w40h40.png
consommables,Briochette magique,Pain,Niv. 20,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33008.w40h40.png
consommables,Pain de Seigle,Pain,Niv. 20,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33009.w40h40.png
consommables,Brioche à la viande de bouftou,Pain,Niv. 20,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33071.w40h40.png
consommables,Grande Fée d'Artifice Rouge Virevoltante,Fée d'artifice,Niv. 15,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74028.w40h40.png
consommables,Grande Fée d'Artifice Multicolore Virevoltante,Fée d'artifice,Niv. 15,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74030.w40h40.png
consommables,Grande Fée d'Artifice Verte Virevoltante,Fée d'artifice,Niv. 15,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74026.w40h40.png
consommables,Grande Fée d'Artifice Bleue Virevoltante,Fée d'artifice,Niv. 15,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74029.w40h40.png
consommables,Grande Fée d'Artifice Jaune Virevoltante,Fée d'artifice,Niv. 15,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74027.w40h40.png
consommables,Fée d'Artifice Multicolore Virevoltante,Fée d'artifice,Niv. 14,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74030.w40h40.png
consommables,Fée d'Artifice Verte Virevoltante,Fée d'artifice,Niv. 14,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74026.w40h40.png
consommables,Fée d'Artifice Bleue Virevoltante,Fée d'artifice,Niv. 14,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74029.w40h40.png
consommables,Fée d'Artifice Rouge Virevoltante,Fée d'artifice,Niv. 14,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74028.w40h40.png
consommables,Fée d'Artifice Jaune Virevoltante,Fée d'artifice,Niv. 14,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74027.w40h40.png
consommables,Petite Fée d'Artifice Verte Virevoltante,Fée d'artifice,Niv. 13,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74026.w40h40.png
consommables,Petite Fée d'Artifice Jaune Virevoltante,Fée d'artifice,Niv. 13,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74027.w40h40.png
consommables,Petite Fée d'Artifice Bleue  Virevoltante,Fée d'artifice,Niv. 13,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74029.w40h40.png
consommables,Petite Fée d'Artifice Rouge Virevoltante,Fée d'artifice,Niv. 13,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74028.w40h40.png
consommables,Petite Fée d'Artifice Multicolore Virevoltante,Fée d'artifice,Niv. 13,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74030.w40h40.png
consommables,Grande Fée d'Artifice Rouge Crépitante,Fée d'artifice,Niv. 12,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74028.w40h40.png
consommables,Grande Fée d'Artifice Verte Crépitante,Fée d'artifice,Niv. 12,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74026.w40h40.png
consommables,Grande Fée d'Artifice Multicolore Crépitante,Fée d'artifice,Niv. 12,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74030.w40h40.png
consommables,Grande Fée d'Artifice Bleue Crépitante,Fée d'artifice,Niv. 12,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74029.w40h40.png
consommables,Grande Fée d'Artifice Jaune Crépitante,Fée d'artifice,Niv. 12,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74027.w40h40.png
consommables,Fée d'Artifice Rouge Crépitante,Fée d'artifice,Niv. 11,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74028.w40h40.png
consommables,Fée d'Artifice Bleue Crépitante,Fée d'artifice,Niv. 11,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74029.w40h40.png
consommables,Fée d'Artifice Verte Crépitante,Fée d'artifice,Niv. 11,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74026.w40h40.png
consommables,Fée d'Artifice Jaune Crépitante,Fée d'artifice,Niv. 11,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74027.w40h40.png
consommables,Fée d'Artifice Multicolore Crépitante,Fée d'artifice,Niv. 11,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74030.w40h40.png
consommables,Fiole de Soin,Potion,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12003.w40h40.png
consommables,Petite Fée d'Artifice Multicolore Crépitante,Fée d'artifice,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74030.w40h40.png
consommables,Parchemin vierge,Parchemin de recherche,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/87001.w40h40.png
consommables,Potion de Relai de diligence,Potion de téléportation,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12742.w40h40.png
consommables,Essence de Pwak,Potion Cosmétique,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171255.w40h40.png
consommables,Potion Ghetto Raide,Potion,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12018.w40h40.png
consommables,Pain des Villes,Pain,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33069.w40h40.png
consommables,Lot de dix parchemins vierges,Parchemin de recherche,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/87003.w40h40.png
consommables,Ordre d'exécution.,Parchemin de recherche,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/87002.w40h40.png
consommables,Gaufrette Dorée,Pain,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170740.w40h40.png
consommables,Potion de Rappel Astrubienne,Potion de téléportation,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/172463.w40h40.png
consommables,Pain Doré,Pain,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33019.w40h40.png
consommables,Parchemin lié,Parchemin de recherche,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/87002.w40h40.png
consommables,Lot de cinquante parchemins vierges,Parchemin de recherche,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/87003.w40h40.png
consommables,Essence martiale,Potion Cosmétique,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171255.w40h40.png
consommables,Pain aux Flocons d'Avoine,Pain,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33005.w40h40.png
consommables,Pain de Seigle Résistant,Pain,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33009.w40h40.png
consommables,Petite Fée d'Artifice Bleue Crépitante,Fée d'artifice,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74029.w40h40.png
consommables,Petite Fée d'Artifice Jaune Crépitante,Fée d'artifice,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74027.w40h40.png
consommables,Pain aux Flocons d'Avoine Aurifère,Pain,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/33005.w40h40.png
consommables,Petite Fée d'Artifice Rouge Crépitante,Fée d'artifice,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74028.w40h40.png
consommables,Petite Fée d'Artifice Verte Crépitante,Fée d'artifice,Niv. 10,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74026.w40h40.png
consommables,Grande Fée d'Artifice Verte Fontaine,Fée d'artifice,Niv. 9,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74026.w40h40.png
consommables,Grande Fée d'Artifice Jaune Fontaine,Fée d'artifice,Niv. 9,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74027.w40h40.png
consommables,Grande Fée d'Artifice Multicolore Fontaine,Fée d'artifice,Niv. 9,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74030.w40h40.png
consommables,Grande Fée d'Artifice Bleue Fontaine,Fée d'artifice,Niv. 9,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74029.w40h40.png
consommables,Grande Fée d'Artifice Rouge Fontaine,Fée d'artifice,Niv. 9,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74028.w40h40.png
consommables,Fée d'Artifice Verte Fontaine,Fée d'artifice,Niv. 8,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74026.w40h40.png
consommables,Fée d'Artifice Bleue Fontaine,Fée d'artifice,Niv. 8,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74029.w40h40.png
consommables,Fée d'Artifice Multicolore Fontaine,Fée d'artifice,Niv. 8,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74030.w40h40.png
consommables,Fée d'Artifice Rouge Fontaine,Fée d'artifice,Niv. 8,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74028.w40h40.png
consommables,Fée d'Artifice Jaune Fontaine,Fée d'artifice,Niv. 8,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74027.w40h40.png
consommables,Petite Fée d'Artifice Rouge Fontaine,Fée d'artifice,Niv. 7,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74028.w40h40.png
consommables,Petite Fée d'Artifice Bleue Fontaine,Fée d'artifice,Niv. 7,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74029.w40h40.png
consommables,Petite Fée d'Artifice Verte Fontaine,Fée d'artifice,Niv. 7,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74026.w40h40.png
consommables,Petite Fée d'Artifice Multicolore Fontaine,Fée d'artifice,Niv. 7,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74030.w40h40.png
consommables,Petite Fée d'Artifice Jaune Fontaine,Fée d'artifice,Niv. 7,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74027.w40h40.png
consommables,Grande Fée d'Artifice Jaune Tournoyante,Fée d'artifice,Niv. 6,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74027.w40h40.png
consommables,Potion d'oubli Percepteur : Rocher,Potion d'oubli Percepteur,Niv. 6,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/86001.w40h40.png
consommables,Potion d'oubli Percepteur : Mot Soignant,Potion d'oubli Percepteur,Niv. 6,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/86001.w40h40.png
consommables,Potion d'oubli Percepteur : Désenvoutement,Potion d'oubli Percepteur,Niv. 6,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/86001.w40h40.png
consommables,Potion d'oubli Percepteur : Nombre de percepteur,Potion d'oubli Percepteur,Niv. 6,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/86001.w40h40.png
consommables,Potion d'oubli Percepteur : Prospection,Potion d'oubli Percepteur,Niv. 6,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/86001.w40h40.png
consommables,Potion d'oubli Percepteur : Bouclier Protecteur,Potion d'oubli Percepteur,Niv. 6,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/86001.w40h40.png
consommables,Grande Fée d'Artifice Multicolore Tournoyante,Fée d'artifice,Niv. 6,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74030.w40h40.png
consommables,Potion d'oubli Percepteur : Compulsion de masse,Potion d'oubli Percepteur,Niv. 6,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/86001.w40h40.png
consommables,Potion d'oubli Percepteur : Puissance,Potion d'oubli Percepteur,Niv. 6,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/86001.w40h40.png
consommables,Grande Fée d'Artifice Bleue Tournoyante,Fée d'artifice,Niv. 6,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74029.w40h40.png
consommables,Potion d'oubli Percepteur : Flamme,Potion d'oubli Percepteur,Niv. 6,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/86001.w40h40.png
consommables,Potion d'oubli Percepteur : Pods,Potion d'oubli Percepteur,Niv. 6,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/86001.w40h40.png
consommables,Grande Fée d'Artifice Rouge Tournoyante,Fée d'artifice,Niv. 6,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74028.w40h40.png
consommables,Potion d'oubli Percepteur : Cyclone,Potion d'oubli Percepteur,Niv. 6,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/86001.w40h40.png
consommables,Grande Fée d'Artifice Verte Tournoyante,Fée d'artifice,Niv. 6,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74026.w40h40.png
consommables,Potion d'oubli Percepteur : Vague,Potion d'oubli Percepteur,Niv. 6,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/86001.w40h40.png
consommables,Potion d'oubli Percepteur : Déstabilisation,Potion d'oubli Percepteur,Niv. 6,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/86001.w40h40.png
consommables,Fée d'Artifice Verte Tournoyante,Fée d'artifice,Niv. 5,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74026.w40h40.png
consommables,Gâtrool,Viande comestible,Niv. 5,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/69149.w40h40.png
consommables,Fée d'Artifice Bleue Tournoyante,Fée d'artifice,Niv. 5,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74029.w40h40.png
consommables,Fée d'Artifice Jaune Tournoyante,Fée d'artifice,Niv. 5,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74027.w40h40.png
