nom,type,niveau,image_url
Feu spirituel de Katamashii,Ressources diverses,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/172520.w40h40.png
Essence de Katamashii,Essence de gardien de donjon,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170645.w40h40.png
Poitrine de Glourséleste,Viande,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/63392.w40h40.png
Poitrine de Glourséleste conservée,Viande conservée,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/64404.w40h40.png
Cuir de Cuirboule,Cuir,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/56668.w40h40.png
Moustache de Klime,Poil,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/54689.w40h40.png
Molaire de Ventrublion,Os,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47806.w40h40.png
Canine de Krakal,Os,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47812.w40h40.png
Canine de Kanimate,Os,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47814.w40h40.png
Volve de Mérulor,Champignon,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/119007.w40h40.png
Aile de Nocturlabe,Aile,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/104746.w40h40.png
Clef des Salons privés de Klime,Clef,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/84721.w40h40.png
Chair d’Alchillusion,Viande,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/63393.w40h40.png
Boulettes surgelées d’Armutin,Viande,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/63395.w40h40.png
Semelle de Cuirassé,Viande,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/63397.w40h40.png
Fermeture éclair,Ressources diverses,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/15833.w40h40.png
Mycoses gelées,Champignon,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/119009.w40h40.png
Aile de Gouleton,Aile,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170304.w40h40.png
Goulobule rouge,Ressources diverses,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170305.w40h40.png
Clef du Goulden Palace,Clef,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170317.w40h40.png
Croc de Délégoule,Os,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47432.w40h40.png
Pistil de Floristile,Plante,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171419.w40h40.png
Oeil de Mortefleur,Oeil,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171668.w40h40.png
Larme de Kaonashi,Ressources diverses,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/172518.w40h40.png
Poitrine de Glourson,Viande,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/63391.w40h40.png
Poitrine de Glourson conservée,Viande conservée,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/64403.w40h40.png
Oeil de Harrogant,Oeil,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/109602.w40h40.png
Scalp de Klime,Ressources diverses,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/15823.w40h40.png
Poil d'aisselle de Missiz Frizz,Poil,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/54691.w40h40.png
Maxillaire de Brikoglours,Os,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47816.w40h40.png
Astragale de Brikoléreux,Os,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47819.w40h40.png
Chair de Nileza,Viande,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/63394.w40h40.png
Viande de Brikoléreux,Viande,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/63399.w40h40.png
Viande de Sylargh,Viande,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/63400.w40h40.png
Blanc de Sinistro,Viande,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/63401.w40h40.png
Semelle de Klime Conservée,Viande conservée,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/64410.w40h40.png
Viande de Brikoléreux Conservée,Viande conservée,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/64411.w40h40.png
Blanc de Sinistro Conservé,Viande conservée,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/64413.w40h40.png
Boulon neuf,Ressources diverses,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/15832.w40h40.png
Œil de verre,Oeil,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/109604.w40h40.png
Ongle de Goulvernante,Os,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170307.w40h40.png
Graisse d'Archillusion,Ressources diverses,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/15614.w40h40.png
Nectar vivifiant,Ressources diverses,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171416.w40h40.png
Bois de Chêne Mou,Bois,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/38668.w40h40.png
Queue de Glourséleste,Queue,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/65761.w40h40.png
Hamatum de Glourséleste,Os,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47687.w40h40.png
Sang d'Armutin,Ressources diverses,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/15824.w40h40.png
Sang de Karkanik,Ressources diverses,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/15825.w40h40.png
Bave de Nessil,Ressources diverses,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/15828.w40h40.png
Braguette de Nileza,Vêtement,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/164013.w40h40.png
Oreille de Mécanofoux,Oreille,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/106636.w40h40.png
Laine de Sylargh,Laine,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/57660.w40h40.png
Incisive de Sylargh,Os,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47820.w40h40.png
Plume de Granduk,Plume,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/53656.w40h40.png
Oeil de Cycloïde,Oeil,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/109603.w40h40.png
Aile de Sinistrofu,Aile,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/104745.w40h40.png
Bandelette du Comte Harebourg,Ressources diverses,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/15831.w40h40.png
Clef du Laboratoire de Nileza,Clef,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/84722.w40h40.png
Boulettes surgelées de Missiz Frizz,Viande,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/63396.w40h40.png
Boulettes surgelées de Missiz Frizz Conservées,Viande conservée,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/64408.w40h40.png
Blanc de Harebourg Conservé,Viande conservée,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/64414.w40h40.png
Poche de magma de Grasmera,Ressources diverses,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/15835.w40h40.png
Œil de Goulgotier,Oeil,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170306.w40h40.png
Cristaux sanguins,Pierre précieuse,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/172706.w40h40.png
Orbe irisé,Pierre précieuse,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170743.w40h40.png
Essence de Sylargh,Essence de gardien de donjon,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170645.w40h40.png
Bourgeon explosif de Damadrya,Ressources diverses,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171417.w40h40.png
Oeil de Kaeneko,Oeil,Niv. 200,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/172517.w40h40.png
Cuir synthétique,Cuir,Niv. 199,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/56664.w40h40.png
Ruban d'Uchiwang,Vêtement,Niv. 198,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171426.w40h40.png
Étoffe de Kurookin,Etoffe,Niv. 197,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171429.w40h40.png
Paquet Cadeau du Minotoboule de Nowel,Nowel,Niv. 197,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/153013.w40h40.png
Tête de lance de Fangshu,Ressources diverses,Niv. 196,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171430.w40h40.png
Étoffe du Roissingue,Etoffe,Niv. 196,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/55019.w40h40.png
Culotte à l'envers du Roissingue,Ressources diverses,Niv. 196,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/15759.w40h40.png
Pelage aérodynamique,Peau,Niv. 194,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171424.w40h40.png
Bracelet d'Ino-Naru,Ressources diverses,Niv. 192,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171427.w40h40.png
Clef de la mine de Sakaï,Clef,Niv. 190,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/84256.w40h40.png
Etoffe givrée,Etoffe,Niv. 190,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/55732.w40h40.png
Cuir de Fuji Givrefoux,Cuir,Niv. 190,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/56661.w40h40.png
Iris de Glourson,Oeil,Niv. 190,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/109598.w40h40.png
Poils de Boulglours,Poil,Niv. 190,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/54682.w40h40.png
Cuir de Glouragan,Cuir,Niv. 190,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/56663.w40h40.png
Incisive de Glourmand,Os,Niv. 190,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47686.w40h40.png
Hormone de Chacharge,Poudre,Niv. 190,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170288.w40h40.png
Clef de la Fabrique de foux d'artifice,Clef,Niv. 190,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171445.w40h40.png
Pipe de Founoroshi,Ressources diverses,Niv. 190,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171575.w40h40.png
Clef de l'Antichambre des Gloursons,Clef,Niv. 190,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/84715.w40h40.png
Essence de Kolosso,Essence de gardien de donjon,Niv. 190,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170645.w40h40.png
Essence de Grozilla Fatigué,Essence de gardien de donjon,Niv. 190,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170645.w40h40.png
Lame brisée de Lichangoro,Ressources diverses,Niv. 190,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171431.w40h40.png
Clef des cavernes du Kolosso,Clef,Niv. 190,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/84714.w40h40.png
Bavette de Xa,Viande,Niv. 190,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/63390.w40h40.png
Griffe de Kolosso,Os,Niv. 190,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47683.w40h40.png
Queue de Meliglours,Queue,Niv. 190,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/65762.w40h40.png
Poudre glaciale,Poudre,Niv. 190,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/48292.w40h40.png
Bavette de Bléro,Viande,Niv. 190,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/63389.w40h40.png
Antenne de Gloursaya,Ressources diverses,Niv. 190,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/15787.w40h40.png
Essence de Fuji Givrefoux,Essence de gardien de donjon,Niv. 190,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170645.w40h40.png
Essence de Grolloum,Essence de gardien de donjon,Niv. 190,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170645.w40h40.png
Fragment gelé,Pierre brute,Niv. 190,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/51468.w40h40.png
Condyle de Fuji Givrefoux,Os,Niv. 190,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47677.w40h40.png
Bavette de Bléro conservée,Viande conservée,Niv. 190,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/64401.w40h40.png
Bavette de Xa conservée,Viande conservée,Niv. 190,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/64402.w40h40.png
Etoffe de Kolosso,Etoffe,Niv. 190,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/55735.w40h40.png
Patron du Père Fwetar,Nowel,Niv. 190,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170398.w40h40.png
Essence de Founoroshi,Essence de gardien de donjon,Niv. 190,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170645.w40h40.png
Queue magique de Founoroshi,Queue,Niv. 189,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171566.w40h40.png
Oeuf de Gobus,Oeuf,Niv. 189,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/105644.w40h40.png
Etoffe de Croleur,Etoffe,Niv. 188,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/55734.w40h40.png
Molaire de Blérice,Os,Niv. 187,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47681.w40h40.png
Cervelle de Courtilieur,Ressources diverses,Niv. 187,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/15776.w40h40.png
Estomac du Perkü,Ressources diverses,Niv. 186,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/15777.w40h40.png
Oeil de Champmane,Oeil,Niv. 186,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/109587.w40h40.png
Poils de Founamboul,Poil,Niv. 186,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171569.w40h40.png
Queue de Blérom,Queue,Niv. 186,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/65760.w40h40.png
Poils de Pétartifoux,Poil,Niv. 185,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171568.w40h40.png
Fragment de pépite de Sakaï,Pierre brute,Niv. 185,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/51467.w40h40.png
Osier Enchanté,Ressources diverses,Niv. 185,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/15123.w40h40.png
Péroné du Marôdeur,Os,Niv. 184,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47670.w40h40.png
Peau d'Ouilleur,Peau,Niv. 183,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/59630.w40h40.png
Griffe de Blérauve,Os,Niv. 183,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/47680.w40h40.png
Bave de Champ à Gnons,Ressources diverses,Niv. 183,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/15045.w40h40.png
Poils de Boumbardier,Poil,Niv. 183,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171571.w40h40.png
Etoffe de Firefoux,Etoffe,Niv. 182,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171572.w40h40.png
Oreille de Fleuro,Oreille,Niv. 182,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/106631.w40h40.png
Peau de Crachefoux,Peau,Niv. 181,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171570.w40h40.png
Oeil de Sapeur,Oeil,Niv. 181,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/109593.w40h40.png
Patte de Korriandre,Patte,Niv. 180,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/103580.w40h40.png
Queue de Wolvero,Queue,Niv. 180,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/65759.w40h40.png
Clef de la Maison du Papa Nowel,Clef,Niv. 180,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/84268.w40h40.png
Essence d'Ougah,Essence de gardien de donjon,Niv. 180,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170645.w40h40.png
Clef de l'Atelier du Tanukouï San,Clef,Niv. 180,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171443.w40h40.png
Peau du Bworker,Peau,Niv. 180,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/59009.w40h40.png
Viande de Givrefoux,Viande,Niv. 180,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/63383.w40h40.png
Viande de Tengu Givrefoux conservée,Viande conservée,Niv. 180,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/64400.w40h40.png
Oeil de Korriandre,Oeil,Niv. 180,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/109596.w40h40.png
Hormone de Kougnard Albâtre,Poudre,Niv. 180,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170375.w40h40.png
Essence du Tanukouï San,Essence de gardien de donjon,Niv. 180,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170645.w40h40.png
Clef du Donjon du Bworker,Clef,Niv. 180,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/84713.w40h40.png
Lamelle de Champbis,Ressources diverses,Niv. 180,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/15766.w40h40.png
Fragment d'Ougalurette,Ressources diverses,Niv. 180,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/15041.w40h40.png
Viande de Tengu Givrefoux,Viande,Niv. 180,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/63388.w40h40.png
